Caught,Category,Subcategory,Aircraft,ICAO Code,Rarity,Observed Aircraft,"Paper
(0 XP)","Bronze
(15,000 XP)","Silver
(50,000 XP)","Gold
(100,000 XP)","Platinum
(350,000 XP)","Cyber
(750,000 XP)",Glow
FALSE,Propeller,Biplanes,SMITH DSA-1 Miniplane,DSA1,13.67,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,SOPWITH Camel,CAML,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,SORRELL SNS-7 Hiperbipe,SNS7,11.56,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,STARFIRE Firebolt Convertible,FIBO,13.16,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,STEARMAN 75 Kaydet,ST75,7.51,434,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,STEARMAN C-3,ST3,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,STEEN Skybolt,BOLT,9.82,49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,STOLP Acroduster Too,SA75,11.67,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,STOLP SA-100 Starduster,SA10,13.35,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,STOLP SA-300 Starduster Too,SA30,9.97,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,TRAVEL AIR 2000,TVLB,13.05,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,TRAVEL AIR 4,TVL4,10.74,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,WACO 10,WACO,13.15,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,WACO AGC,WACC,10.19,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,WACO D,WACD,11.59,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,WACO E Aristocrat,WACE,14.18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Biplanes,WACO F,WACF,8.34,140,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,AERO ADVENTURE Aventura 2,AVTR,11.96,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,AEROVOLGA LA-8 Flagman,LA8,17.05,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,AIRMAX SeaMax,SMAX,10.76,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,CAIGA AG-600 Kunlong,AG60,12.96,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,CANADAIR CL-215,CL2P,9.79,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,CANADAIR CL-215T,CL2T,6.83,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,CHAIKA L-4,L4,11.32,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,COLONIAL C-1 Skimmer,SKIM,12.86,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,CONSOLIDATED PBY Catalina,CAT,10.17,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,CSA Mermaid,MRMD,13.13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,DORNIER CD-2 Seastar,CD2,11.47,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,ELLISON-MAHON Gweduck,GDUK,13.41,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,FLYWHALE FW-02 Flywhale,FW02,12.85,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,FRAKES G-73T Turbo Mallard,G73T,12.88,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,GANNET G-44 Super Widgeon,G44,9.58,34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,GRUMMAN G-21A Goose,G21,11.60,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,GRUMMAN G-73 Mallard,G73,9.41,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,GRUMMAN HU-16 Albatross,U16,10.87,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,ICON A-5,A5,7.92,145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,LAKE LA-250 Renegade,LA25,9.13,46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,LAKE LA-4 Buccaneer,LA4,7.88,147,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,MCKINNON G-21C Goose,G21M,12.25,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,OSPREY GP-3 Osprey 2,GP3,13.61,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,PIAGGIO P-136,P136,13.26,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,PROGRESSIVE AERODYNE SeaRey,SREY,7.87,188,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,REPUBLIC RC-3 Seabee,RC3,10.95,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,SEAWIND Seawind,SEAW,10.43,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,SPENCER Air Car,S12,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,THURSTON Teal,TEAL,12.41,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,TRIDENT TR-1 Trigull,TR1,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,UNITED COSULTANT Twin Bee,TBEE,12.10,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Flying Boats,VOLMER VJ-22 Sportsman,VJ22,12.68,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,AMS-FLIGHT Carat,TFK2,11.48,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,BINDER ASH-25EB,AS25,9.34,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,BINDER EB-29,EB29,10.28,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,DG FLUGZEUGBAU DG-1000T,DG1T,7.38,39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,DG FLUGZEUGBAU DG-800,DG80,7.99,93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,DG FLUGZEUGBAU LS-10ST,LS10,10.46,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,DG FLUGZEUGBAU LS-8ST,LS8,9.52,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,DIAMOND Eco Dimona,DIMO,6.12,291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,DISTAR UFM-13 Lambada,UF13,9.65,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,EIRII PIK-20E,PK20,10.32,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,GLASER-DIRKS DG-400,DG40,9.52,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,GLASER-DIRKS DG-500M,DG50,9.29,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,GLASER-DIRKS DG-600M,DG60,12.31,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,GROB D-500 Egrett 2,EGRT,13.13,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,GROB G-103C Twin 3SL,G103,9.11,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,IAR IS-28M2,IS28,11.69,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,IFB E-Genuis,GENI,12.97,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,JONKER JS-3 Rapture (electric),JS3E,8.98,33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,LAK LAK-17 FES,LK7E,9.90,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,LAK LAK-17AT,LK17,10.41,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,LAK LAK-19T,LK19,10.90,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,LANGE E-1 Antares 20E,LAE1,9.47,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,PHOENIX AIR U-15 Phoenix,U15,9.45,37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,PIPISTREL Taurus 503,PITA,11.33,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,PIPISTREL Taurus Electro G2,PITE,12.13,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,ROLLADEN-SCHNEIDER LS-9,LS9,11.41,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEIBE SF-25 Falke,SF25,6.05,324,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEIBE SF-28 Tandem Falke,SF28,10.63,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEIBE SF-36,SF36,11.33,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEMPP-HIRTH Arcus T,ARCP,7.41,128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEMPP-HIRTH Discus B,DISC,8.21,82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEMPP-HIRTH Duo Discus XT,DUOD,7.57,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEMPP-HIRTH Janus BM,JANU,9.70,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEMPP-HIRTH Nimbus 4DLM,NIMB,9.08,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHEMPP-HIRTH Ventus 2CXM,VENT,7.12,228,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER AS-33Es,A33P,8.97,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER AS-33Me,A33E,11.46,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER AS-34Me,A34E,12.34,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASG-32EL,A32E,10.86,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASG-32Mi,S32M,11.99,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASG-32Mi,A32P,10.17,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASH-26E,AS26,8.70,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASH-30Mi,AS30,11.10,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASH-31Mi,AS31,7.87,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASK-14,AS14,11.99,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASK-16,AS16,9.07,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASW-20TOP,AS20,10.10,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASW-22BE,AS22,11.92,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASW-24E,AS24,10.54,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASW-27-18E,AS29,7.70,98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER ASW-28E,AS28,9.83,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,SCHLEICHER SGM-2-37,SG37,12.25,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,STEMME Chrysalis,S10S,8.61,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,STEMME S-12 Twin Voyager,S12S,9.51,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,STEMME S-6,S6,11.80,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Motor Gliders,TEST TST-14 Bonus,TS14,13.68,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ADAM A-500,A500,13.82,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AERO COMMANDER 500,AC50,6.42,162,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AERO COMMANDER 560,AC56,12.73,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AERO COMMANDER 680 Super,AC68,10.61,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AERO COMMANDER 680FL Grand Commander,AC6L,9.67,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AERO COMMANDER 680T Turbo Commander,AC80,11.40,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AERO SPACELINES 377SGT Super Guppy,SGUP,14.00,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AERO VODOCHODY Ae-45,AE45,11.11,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AEROPRAKT A-26 Twin Vista,AP26,13.88,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AEROSTAR 600,AEST,6.78,309,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AIRBUS A400M Atlas,A400,6.28,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AIRBUS CN-235 Persuader,CN35,6.77,56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ALENIA C-27J Spartan,C27J,6.48,73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANGEL 44 Angel,ANGL,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANGLO NORMANDY BN-2A Mk3 Trislander,TRIS,8.55,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANTONOV An-12,AN12,7.59,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANTONOV An-140,A140,13.41,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANTONOV An-24,AN24,10.33,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANTONOV An-26,AN26,8.40,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANTONOV An-28,AN28,10.86,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANTONOV An-30,AN30,10.60,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ANTONOV An-32,AN32,6.87,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 42-300,AT43,6.15,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 42-400,AT44,9.14,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 42-500,AT45,5.79,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 42-600,AT46,5.18,72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 72-201,AT72,6.38,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 72-211,AT73,7.20,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 72-500,AT75,4.17,251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,ATR 72-600,AT76,2.91,643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AVRO 652 Anson,ANSN,12.82,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AVRO 683 Lancaster,LANC,11.56,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,AVRO HS-748,A748,8.31,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BAYKAR Bayraktar Akinci,AKNC,12.11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 100 King Air,BE10,6.13,112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 18 (piston),BE18,8.23,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 18 (turbine),B18T,9.55,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 1900,B190,4.47,400,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 200 Super King Air,BE20,3.47,"1,793",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 2000 Starship,STAR,11.61,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 300 Super King Air,BE30,6.89,119,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 350 Super King Air,B350,4.17,"1,056",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 50 Twin Bonanza,BE50,8.70,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 55 Baron,BE55,5.47,"1,183",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 56 Turbo Baron,BE56,10.72,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 58 Baron,BE58,4.83,"1,293",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 58P Pressurized Baron,B58T,6.88,325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 60 Duke,BE60,7.84,159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 60 Royal Turbine Duke,B60T,14.00,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 65 Queen Air,BE65,8.85,23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 70 Queen Air,BE70,12.40,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 76 Duchess,BE76,6.47,155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 80 Queen Air,BE80,9.34,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 90 (A90-1) Ute,U21,11.16,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 90 King Air,BE9L,4.29,"1,172",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 95 Travel Air,BE95,6.83,153,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH 99 Airliner,BE99,6.39,87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BEECH F90 King Air,BE9T,6.98,137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BOEING B-17 Flying Fortress,B17,11.71,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BOEING B-29 Superfortress,B29,10.57,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BRISTOL 149 Blenheim,BLEN,14.10,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BRITISH AEROSPACE ATP,ATP,12.98,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BRITISH AEROSPACE Jetstream 31,JS31,9.43,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BRITISH AEROSPACE Jetstream 32,JS32,7.20,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BRITISH AEROSPACE Jetstream 41,JS41,7.60,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BRITTEN-NORMAN BN-2 Islander,BN2P,5.79,149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,BRITTEN-NORMAN BN-2T Defender 4000,BN2T,9.28,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CAMAIR 480 Twin Navion,TNAV,14.09,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CANADAIR CC-109 Cosmopolitan,CVLT,9.20,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CASA C-212 Aviocar,C212,7.05,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CASA C-295 Persuader,C295,5.98,176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 310,C310,5.35,979,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 320 Executive Skynight,C320,8.87,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 335,C335,9.26,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FALSE,Propeller,Multiple Engine,CESSNA 336 Skymaster,C336,10.82,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
